movie_id,title,tags
70196,The Veteran,soldier robert miller returns home from afghanistan unable to fit back into society living on a violent council estate and finding work in undercover surveillance he becomes obsessed with taking down a group of local gangsters who are intrinsically tied to a suspected terrorist cell taking the situation into his own hands robert embarks on a brutal quest for justice with devastating consequences action crime thriller drugdealer londonengland posttraumaticstressdisorderptsd undercover warveteran secretagent armsdealer afghanistanwar20012021 revenge murder betrayal conspiracy gang shootout terrorism informant surveillance exsoldier bombmaking tobykebbell adibielski briancox matthewhope
1319895,Hostile Takeover,follows pete a professional hitman as he faces a group of assassins after the boss of a crime syndicate suspects disloyalty due to his attendance at workaholics anonymous meetings action comedy thriller michaeljaiwhite aimeestolte dawnolivieri michaelhamiltonwright
744653,The Thursday Murder Club,a group of senior sleuths passionate about solving cold cases get plunged into a reallife murder mystery in this comic crime caper comedy mystery crime thriller drama mysterious murdermystery septuagenarian playful forceful joyful helenmirren piercebrosnan benkingsley chriscolumbus
1024592,God's Not Dead: In God We Trust,in a time of profound political civil and spiritual turmoil reverend david hill grapples with the crucial question does god still have a place in politics compelled to enter a congressional race after the sudden death of a favored incumbent david faces off against state senator peter kane a formidable opponent determined to push religion out of the public square and cause greater divide drama senate sequel evangelicalchristianity beliefingod christianpropaganda religiouspropaganda christianfaith independentfilm politicalpropaganda davidarwhite isaiahwashington raywise vancenull
617126,The Fantastic 4: First Steps,against the vibrant backdrop of a 1960sinspired retrofuturistic world marvels first family is forced to balance their roles as heroes with the strength of their family bond while defending earth from a ravenous space god called galactus and his enigmatic herald silver surfer sciencefiction adventure superhero basedoncomic endoftheworld biting family superheroteam alternativereality aftercreditsstinger duringcreditsstinger marvelcinematicuniversemcu 1960s retrofuturism casual amused pedropascal vanessakirby ebonmossbachrach mattshakman
926606,The Home,a troubled man starts working at a retirement home and realizes its residents and caretakers harbor sinister secrets as he investigates the building and its forbidden fourth floor he starts to uncover connections to his own past and upbringing as a foster child horror mystery thriller retirementhome petedavidson johnglover mugga jamesdemonaco
980477,Ne Zha 2,after a catastrophic event leaves their bodies destroyed ne zha and ao bing are granted a fragile second chance at life as tensions rise between the dragon clans and celestial forces the two must undergo a series of perilous trials that will test their bond challenge their identities and decide the fate of both mortals and immortals animation fantasy adventure action fight magic affectation basedonmythslegendsorfolklore 3danimation nezha chinesemythology donghua admiring awestruck instructive luyanting joseph hanmo yangyu
552524,Lilo & Stitch,the wildly funny and touching story of a lonely hawaiian girl and the fugitive alien who helps to mend her broken family family sciencefiction comedy adventure hawaii bullying dysfunctionalfamily alien lossofjob shapeshiftingalien family psychotic evilalien orphansiblings extraterrestrialanimal liveactionremake alienspaceship animalhumanfriendship advancedtechnology sentimental maiakealoha sydneyagudong chrissanders deanfleischercamp
986206,Night Carnage,a blogger who is also a werewolf meets a dashing playboy with a dark secret of his own starring logan andrews and christian howard action horror romance lowbudget horrified sadiekatz christianhoward mikeferguson thomasjchurchill
541671,Ballerina,taking place during the events of john wick chapter 3  parabellum eve macarro begins her training in the assassin traditions of the ruska roma action thriller crime assassin tattoo grenade training femaleprotagonist femaleassassin spinoff flamethrower burning hunted burningbuilding ballerina gunfight vengeance knockedunconscious sisters sympathetic brutalviolence johnwick anadearmas keanureeves ianmcshane lenwiseman
986056,Thunderbolts*,after finding themselves ensnared in a death trap seven disillusioned castoffs must embark on a dangerous mission that will force them to confront the darkest corners of their pasts action sciencefiction adventure newyorkcity superhero villain basedoncomic mentalhealth aftercreditsstinger duringcreditsstinger marvelcinematicuniversemcu congressman vexed fatherdaughterrelationship impeachment survivorsguilt antihero ragtag bandofmisfits wry florencepugh sebastianstan julialouisdreyfus jakeschreier
1185528,Legends of the Condor Heroes: The Gallants,under genghis khan the mongolian army pushes west to destroy the jin dynasty setting its sights on the song dynasty next amid internal conflicts among martial arts schools guo jing unites the central plains warriors to defend xiangyang embodying courage and loyalty in the fight for the nation action drama history basedonnovelorbook absurd xiaozhan sabrinazhuang tonyleungkafai tsuihark
1506456,Maalikaya,kara a young inmate who unleashes her hidden sexual fantasies while serving time after meeting lila a seductive inmate played by jenn rosa kara finds a new purpose in life but her dark past still haunts her even behind bars drama romance softcore jennrosa aliyaraymundo rubyruiz romanperezjr
1106289,The Pickup,a routine cash pickup takes a wild turn when mismatched armored truck drivers russell and travis are ambushed by ruthless criminals led by savvy mastermind zoe action comedy crime robbery armoredcar organizedcrime shootout witty amused forceful joyful carchases eddiemurphy petedavidson kekepalmer timstory
1355666,Love Untangled,a lovestruck teen plans to win the school heartthrob by going from curly to straight hair  until a new transfer student changes everything romance drama comedy romcom hair nostalgic transferstudent charming swoonworthy shineunsoo gongmyoung chawoomin namkoongsun
7451,xXx,xander cage is your standard adrenaline junkie with no fear and a lousy attitude when the us government recruits him to go on a mission hes not exactly thrilled his mission to gather information on an organization that may just be planning the destruction of the world led by the nihilistic yorgi action adventure thriller crime mission biologicalweapon sportscar coldwar pragueczechrepublic nsaagent ironic adrenalinejunkie thrillseeker provocative hilarious approving joyful mocking pretentious vindiesel asiaargento martoncsokas robcohen
1443260,Rob1n,when a robotics expert channels the grief of losing his 11 yearold son into building robin a fully functioning robotic doll a series of horrific events makes it clear robin will do whatever it takes to have his creator all to himself horror thriller birthdayparty memoryloss killerdoll caraccident impostor marriageengagement stabbedtodeath fathersonrelationship evilrobot eviltoys killertoy ethantaylor leonaclarke simondavies lawrencefowler
1071585,M3GAN 2.0,after the underlying tech for m3gan is stolen and misused by a powerful defense contractor to create a militarygrade weapon known as amelia m3gans creator gemma realizes that the only option is to resurrect m3gan and give her a few upgrades making her faster stronger and more lethal action sciencefiction thriller android artificialintelligenceai fight killerrobot beheading electromagneticpulse sequel evildoll wingsuit robot doll spearthrowing synthetichuman robotfighting exoskeleton calm creepydoll satirical smarthome possesseddoll suspenseful action fbioperation neuralchip androidhorror allisonwilliams violetmcgraw amiedonald gerardjohnstone
1119878,Ice Road: Vengeance,big rig ice road driver mike mccann travels to nepal to scatter his late brothers ashes on mt everest while on a packed tour bus traversing the deadly 12000 ft terrain of the infamous road to the sky mccann and his mountain guide encounter a group of mercenaries and must fight to save themselves the busload of innocent travelers and the local villagers homeland action thriller drama mercenary sequel mounteverest aggressive dramatic liamneeson fanbingbing marcusthomas jonathanhensleigh
1119878,Ice Road: Vengeance,big rig ice road driver mike mccann travels to nepal to scatter his late brothers ashes on mt everest while on a packed tour bus traversing the deadly 12000 ft terrain of the infamous road to the sky mccann and his mountain guide encounter a group of mercenaries and must fight to save themselves the busload of innocent travelers and the local villagers homeland action thriller drama mercenary sequel mounteverest aggressive dramatic liamneeson fanbingbing marcusthomas jonathanhensleigh
1312946,The Map That Leads to You,heather is a young woman traveling europe with friends before starting her perfectly planned life a chance meeting with jack sparks an unexpected romance that leads to deep emotional discovery as secrets and life choices test their bond her path changes forever romance drama basedonnovelorbook romance comingofage meetcute chancemeeting adaptation loveandloss madelyncline kjapa sofiawylie lassehallstrm
1155281,Creation of the Gods II: Demon Force,taishi wen zhong led the army of shang dynasty including deng chanyu and four generals of the mo family to xiqi with the help of kunlun immortals such as jiang ziya ji fa led the army and civilians of xiqi to defend their homeland action fantasy war monster basedonnovelorbook sequel mythologicalbeast highfantasy physicalimmortality chinesemythology godwarrior huangbo yushi nashi wuershan
574475,Final Destination Bloodlines,plagued by a violent recurring nightmare college student stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all horror mystery restaurant gore sequel premonition fate family death psychotic taunting hard neardeathexperience shocking paranoid hostile hopeless insecure 1960s satirical ironic cheatingdeath malicious suspicious supernaturalhorror vindictive negative dramatic suspenseful horror tense hilarious intense sinister callous cruel disheartening frightened ghoulish horrified inflammatory meanspirited mocking ominous pessimistic sarcastic sardonic tragic teenscream kaitlynsantajuana teobriones ryakihlstedt zachlipovsky adambstein
936108,Smurfs,when papa smurf is mysteriously taken by evil wizards razamel and gargamel smurfette leads the smurfs on a mission into the real world to save him with the help of new friends the smurfs must discover what defines their destiny to save the universe animation family fantasy musical portal basedoncomic shocking liveactionandanimation estrangedbrother abduction amused mocking rihanna jamescorden nickofferman chrismiller
1419406,The Shadow's Edge,macau police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves action crime thriller jackiechan zhangzifeng tonyleungkafai larryyang
1011477,Karate Kid: Legends,after a family tragedy kung fu prodigy li fong is uprooted from his home in beijing and forced to move to new york city with his mother when a new friend needs his help li enters a karate competition  but his skills alone arent enough lis kung fu teacher mr han enlists original karate kid daniel larusso for help and li learns a new way to fight merging their two styles into one for the ultimate martial arts showdown action adventure drama newyorkcity martialarts kungfu mentor exboyfriend karate beijingchina martialartstournament martialartstraining livingabroad overprotectivemother sympathetic jackiechan benwang joshuajackson jonathanentwistle
1195631,William Tell,the narrative unfolds in the 14th century when the european nations vie for supremacy within the holy roman empire the ambitious austrian empire desiring more land invades neighbouring switzerland a serene and pastoral nation protagonist william tell a formerly peaceful hunter finds himself forced to take action as his family and homeland come under threat from the oppressive austrian king and his ruthless warlords action drama history switzerland rapeandmurder apple middleages4761453 medieval crossbow burningbuilding tyranny rebelleader 14thcentury fathersonrelationship medievaltimes williamtell middleage claesbang connorswindells golshiftehfarahani nickhamm
1319969,Sketch,when a young girls sketchbook falls into a strange pond her drawings come to lifechaotic real and on the loose as the town descends into chaos her family must reunite and stop the monsters they never meant to unleash adventure fantasy comedy family basedonshort tonyhale darcycarden biancabelle sethworley
993234,Borders of Love,after years together petr and hana partners in work and in life share their unspoken erotic fantasies what begins as an innocent conversation gradually turns into curious experimentation with a nonmonogamous approach to their relationship but sexual freedom tastes differently for each of them drama romance softcore hanavagnerov matyeznek elikakenkov tomaszwiski
812455,Victoria,victoria is a woman betrayed now on a mission for revenge and destroying anything that gets in her way action shortfilm shaynabofill andreikopilov antonicorone juancbofill
715287,Stepmom's Desire,sangjin who was envious of her neighbor after getting a beautiful wife ask your wifes friend gian to take over the sons extracurricular teacher sangjin who left work early accidentally sees gians shower a man who wants to have sex with his sons tutor and a son who wants to have a good time with a young stepmom jian and jinhee who want money are disappointed with her husband and binjin gives her body to a young son drama romance softcore leesoo taehee james leedongjoon
1365103,Marriage Unplugged,unhappy in their marriage suzanna and andrew buy a male sex robot called james who consequently uncovers the deep fractures in their relationship sciencefiction comedy drama marriage sexrobot shortfilm sciencefiction nikkiamukabird nicholasgleaves svenironside florinenesch kimnesch
1515395,Lego Disney Princess: Villains Unite,after ariel moana tiana rapunzel and snow white thwarted gastons plan to take over all of their kingdoms he calls upon ursula jafar and the evil queen to help take the princesses down once and for all the princesses learn about gastons scheme and recruit a few friends of their own with the help of magic mirror aurora belle and cinderella together the princesses team up for an ultimate showdown of good versus evil animation comedy fantasy adventure family jodibenson anikanonirose mandymoore randirodrigues
1151031,Bring Her Back,following the death of their father a brother and sister are introduced to their new sibling by their foster mother only to learn that she has a terrifying secret horror siblingrelationship ritual supernatural deathoffather grief death deathofdaughter fostermom blindchild supernaturalhorror gaslighting bodyhorror horror baffled callous billybarratt sallyhawkins mischaheywood michaelphilippou dannyphilippou
1495723,Abandoned Man,after serving time in prison for his brothers crime a man warily reunites with family finding hope and healing in a lifechanging bond with his niece drama admiring mertramazandemir adaerma rahimcankapkap arvilalostuval
1100988,28 Years Later,twentyeight years since the rage virus escaped a biological weapons laboratory now still in a ruthlessly enforced quarantine some have found ways to exist amidst the infected one such group lives on a small island connected to the mainland by a single heavilydefended causeway when one member departs on a mission into the dark heart of the mainland he discovers secrets wonders and horrors that have mutated not only the infected but other survivors as well horror thriller sciencefiction england postapocalypticfuture sequel survival zombie zombieapocalypse violence cruel jodiecomer alfiewilliams aarontaylorjohnson dannyboyle
1403735,Laila,sonu model a renowned beautician from the old city is forced to disguise himself as laila leading to a series of comedic romantic and actionpacked events chaos ensues in this hilarious laugh riot comedy romance vishwaksen akankshasharma bablooprithiveeraj ramnarayan
86767,The First Time,with the coming of summer three high school buddieskenny leeds mike decker and tommy kingsleyanticipate their initiation into the pleasures of manhood but kenny is separated from his friends and sent to stay with his grandparents in buffalo while his father a widowed salesman leaves on a business trip with his secretaryfiance bored and alone in a strange city kenny writes his two friends letters about his adventures at rosies a fictitious brothel across the canadian border in niagara falls his lie quickly backfires comedy virgin torontocanada niagarafalls comingofage growingup bordello olderwomanyoungermanrelationship childhoodfriends sexualawakening sexualcuriosity jacquelinebisset wesstern rickykelman jamesneilson
1307078,My Oxford Year,an ambitious american fulfilling her dream of studying at oxford falls for a charming brit hiding a secret that may upend her perfectly planned life romance comedy drama basedonnovelorbook england poem professor cancer university teacherstudentrelationship oxforduniversity sincere studyingabroad sofiacarson coreymylchreest esmkingdom iainmorris
1285247,Murder Company,in the midst of the dday invasion a group of us soldiers are given orders to smuggle a member of the french resistance behind enemy lines to assassinate a highvalue nazi target war action nazi worldwarii dday frenchresistance 1940s kelseygrammer williammoseley joeanderson shanedaxtaylor
1038392,The Conjuring: Last Rites,paranormal investigators ed and lorraine warren take on one last terrifying case involving mysterious entities they must confront horror thriller pennsylvaniausa supernatural hauntedhouse sequel spirit paranormalinvestigation ghost 1980s demonic supernaturalhorror horror theconjuringuniverse verafarmiga patrickwilson miatomlinson michaelchaves
259872,Skin. Like. Sun.,reallife young couple wim and floor spend an afternoon in the sunwashed rooms of a crumbling home in belgium in a unique twist this artistic erotic documentary is edited in nearly realtime in the slowness we get the build the sweetness and the sexiness forget about fingersnapping fast editing slow is where its at romance softcore intimacy wimvandamme floorwyns jenniferlyonbell muriellescherre
1393382,Popeye's Revenge,the legend of popeye haunts a group of counsellors as they intend to open a summer camp horror gore basedoncartoon slasher reimagining blood toplesswomen popeye stevenmurphy emilymogilner connorpowles williamstead
1227003,Shadow of God,while performing an unauthorized exorcism on his father an elite exorcist suspects the entity hes doing battle with might be a holy being  perhaps even god horror exorcism hallucination explodinghead beliefingod demonicpossession whipping guiltyconscience prostheticleg sarcophagus supernaturalhorror ressurection independentfilm shottodeath demonsummoning markobrien shaunjohnston jacquelinebyers michaelpeterson
1020822,Animale,camargue france  nejma trains hard to win the local bullfighting competition when she is mauled after a celebration she starts to notice disturbing changes news of a rogue bull on the loose terrifies the community killing young men fantasy drama horror bodydysmorphia directedbyfemale physicaltransformation oulayaamamra damienrebattel vivienrodriguez emmabenestan
950387,A Minecraft Movie,four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the overworld a bizarre cubic wonderland that thrives on imagination to get back home theyll have to master this world while embarking on a magical quest with an unexpected expert crafter steve family fantasy comedy adventure action friendship surrealism exploration portal miner friends survival zombie basedonvideogame aftercreditsstinger duringcreditsstinger journey liveactionandanimation imagination teamwork fantasy hilarious cheerful exuberant building jasonmomoa jackblack sebastianeugenehansen jaredhess
1422052,Descendent,after a traumatic brain injury triggers terrifying visions of extraterrestrials and a newfound talent for drawing a fathertobe begins to question his reality and becomes obsessed with the need to protect his family from an unseen threat drama horror mystery sciencefiction frantic ambiguous scathing rossmarquand sarahbolger susanwilder petercilella
1127648,Bonjour Tristesse,at the height of summer 18yearold ccile is relaxing by the french seaside with her father and falling in love with her new boyfriend the arrival of her late mothers enigmatic friend turns her world upside down romance drama basedonnovelorbook southernfrance comingofage summervacation fatherdaughterrelationship lilymcinerny claesbang chlosevigny durgachewbose
9794,Employee of the Month,when he hears that the new female employee digs ambitious men who are the store employee of the month a slacker gets his act together but finds himself in competition with his rival an ambitious coworker comedy romance salesclerk midlifecrisis date prenzlauerberg vulgar slacker businessconsultant love danecook jessicasimpson daxshepard gregcoolidge
1010581,My Fault,noah must leave her city boyfriend and friends to move into william leisters mansion the flashy and wealthy husband of her mother rafaela as a proud and independent 17 year old noah resists living in a mansion surrounded by luxury however it is there where she meets nick her new stepbrother and the clash of their strong personalities becomes evident from the very beginning romance drama firsttime forbiddenlove stepbrother femaleprotagonist underagesex stepsister disturbed basedonyoungadultnovel enemiestolovers passionandromance car disapproving disgusted stepsiblingromance nicolewallace gabrielguevara martahazas domingogonzlez
1500691,Fantasy Football Ruined Our Lives,when a member of their fantasy football league vanishes on his wedding day a motley group of friends recount the leadup to his chaotic bachelor party comedy giacomoferrara silviadamico enricoborello alessiomariafederici
1125257,Freakier Friday,years after tess and anna endured an identity crisis anna now has a daughter of her own and a soontobe stepdaughter as they navigate the myriad challenges that come when two families merge tess and anna discover lightning might indeed strike twice comedy fantasy family basedonnovelorbook bodyexchange sequel bodyswap motherdaughterrelationship amused lindsaylohan jamieleecurtis juliabutters nishaganatra
615453,Ne Zha,a young boy is born as the reincarnation of a demonic power into a society that hates and fears him destined by prophecy to bring destruction to the world nezha must choose between good and evil to see if he can change his fate animation fantasy adventure magic dragon demon basedonmythslegendsorfolklore 3danimation nezha donghua amused luyanting joseph hanmo yangyu
1241982,Moana 2,after receiving an unexpected call from her wayfinding ancestors moana journeys alongside maui and a new crew to the far seas of oceania and into dangerous longlost waters for an adventure unlike anything shes ever faced animation adventure family comedy sea ocean villain musical sequel comingofage duringcreditsstinger hopeful auliicravalho dwaynejohnson huallaichung davidgderrickjr jasonhand danaledouxmiller
1470086,Ligaw,a sultry woman who charms the hearts of men in a remote province dolores a devoted wife to her paraplegic husband falls for a young mountaineer what begins as a reckless escape turns into an affair drenched in passion and secrecy drama romance infidelity sexy robbguinto aliasistio jctan omardaroca
1124619,Bride Hard,sam is a secret agent whose toughest mission to date is pleasing her bridetobe best friend at a lavish destination wedding when a team of mercenaries crashes the party and takes the guests hostage sam is thrown into a fight unlike any before  one where she cant risk blowing her cover or ruining the big day as she takes on the bad guys in a highstakes battle disguised as a fairytale affair she realizes the real threat might be closer than she thinks action comedy mercenary secretagent femalefriendship imminentwedding actioncomedy destinationwedding rebelwilson annacamp annachlumsky simonwest
138843,The Conjuring,paranormal investigators ed and lorraine warren work to help a family terrorized by a dark presence in their farmhouse forced to confront a powerful entity the warrens find themselves caught in the most terrifying case of their lives horror thriller siblingrelationship 1970s cellar exorcism hauntedhouse possession rhodeisland basedontruestory paranormalinvestigation crucifix ghost disturbed demonic demonicspirit detectivecouple demonology psychicvision malevolentspirit dramatic theconjuringuniverse frightened patrickwilson verafarmiga lilitaylor jameswan
1064307,Spermageddon,two narrative threads  one is an emerging love story between two awkward teens jens and lisa who are having sex for the first time and the other is an eventful quest of simon the semen and his friends to reach the golden goal the egg animation comedy adventure sperm musical adultanimation multiplestorylines lovestory christianmikkelsen nasrinkhusrawi akselhennie tommywirkola rasmusasivertsen
157336,Interstellar,the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage adventure drama sciencefiction rescue future spacecraft raceagainsttime artificialintelligenceai nasa timewarp dystopia expedition spacetravel wormhole famine hibernation blackhole quantummechanics familyrelationships space robot astronaut scientist singlefather farmer spacestation spaceadventure timeparadox cryonics fatherdaughterrelationship 2060s cornfield timemanipulation matthewmcconaughey annehathaway michaelcaine christophernolan
1197306,A Working Man,levon cade left behind a decorated military career in the black ops to live a simple life working construction but when his bosss daughter who is like family to him is taken by human traffickers his search to bring her home uncovers a world of corruption far greater than he ever could have imagined action crime thriller basedonnovelorbook kidnapping vigilante missingperson blackops constructionworker casual criminalconspiracy jasonstatham jasonflemyng merabninidze davidayer
1007734,Nobody 2,former assassin hutch mansell takes his family on a nostalgic vacation to a smalltown theme park only to be pulled back into violence when they clash with a corrupt operator a crooked sheriff and a ruthless crime boss action thriller assassin darkcomedy sequel revenge onemanarmy familyvacation hard hilarious russianmafia bobodenkirk connienielsen sharonstone timotjahjanto
715253,Phantom,in 1933 when korea was under japanese occupation five people in gyeongseong are suspected to be phantom spies of the antijapanese organization action thriller crime basedonnovelorbook spy independencemovement 1930s koreanresistance japaneseoccupationofkorea sulkyunggu leehanee parksodam leehaeyoung
1263256,Happy Gilmore 2,happy gilmore isnt done with golf  not by a long shot since his retirement after his first tour championship win gilmore returns to finance his daughters ballet classes comedy golf sequel duringcreditsstinger introspective whimsical sportscomedy adamsandler juliebowen christophermcdonald kylenewacheck
1339166,Shaman,a missionary converting an indigenous community in a remote ecuadorian volcano must come to terms with her own faith when her son is possessed by dark forces older than her own religion horror saracanning danielgillies jettklyne antonionegret
533535,Deadpool & Wolverine,a listless wade wilson toils away in civilian life with his days as the morally flexible mercenary deadpool behind him but when his homeworld faces an existential threat wade must reluctantly suitup again with an even more reluctant wolverine action comedy sciencefiction hero superhero antihero mutant breakingthefourthwall aftercreditsstinger duringcreditsstinger marvelcinematicuniversemcu mutants superheroteamup ryanreynolds hughjackman emmacorrin shawnlevy
1052243,MANUEL,in 1943 a jewish family hides from the nazi roundups adam a 10yearold boy following a strange dream starts a mysterious countdown stefanomangoni mariodanna
1477114,Sorority,a tale of seduction and mystery a fearless prelaw student joins an elite sorority led by a powerful heiress as secrets unfold shes torn between the woman who awakened her desire and a truth that could destroy them both drama romance lesbian sexy gl aziacosta appledy rinoahalili sigridpolon
1136867,Materialists,a young ambitious new york city matchmaker finds herself torn between the perfect match and her imperfect ex romance drama newyorkcity lovetriangle wedding classdifferences exboyfriendexgirlfriendrelationship womandirector sexualassault philosophical matchmaker romantic ambivalent amused sincere dakotajohnson chrisevans pedropascal celinesong
