movie_id,title,overview,genres,keywords,cast,crew
1078605,Weapons,"['When', 'all', 'but', 'one', 'child', 'from', 'the', 'same', 'class', 'mysteriously', 'vanish', 'on', 'the', 'same', 'night', 'at', 'exactly', 'the', 'same', 'time,', 'a', 'community', 'is', 'left', 'questioning', 'who', 'or', 'what', 'is', 'behind', 'their', 'disappearance.']","['Horror', 'Mystery']","['witch', 'small town', 'pennsylvania, usa', 'ritual', 'cop', 'teacher', 'trance', 'witchcraft', 'missing child', 'multiple storylines', 'supernatural horror', 'mysterious disappearance', 'spell', 'psychological horror', 'mystery', 'intense', 'sinister']","['Julia Garner', 'Josh Brolin', 'Alden Ehrenreich']",['Zach Cregger']
926606,The Home,"['A', 'troubled', 'man', 'starts', 'working', 'at', 'a', 'retirement', 'home', 'and', 'realizes', 'its', 'residents', 'and', 'caretakers', 'harbor', 'sinister', 'secrets.', 'As', 'he', 'investigates', 'the', 'building', 'and', 'its', 'forbidden', 'fourth', 'floor,', 'he', 'starts', 'to', 'uncover', 'connections', 'to', 'his', 'own', 'past', 'and', 'upbringing', 'as', 'a', 'foster', 'child.']","['Horror', 'Mystery', 'Thriller']",['retirement home'],"['Pete Davidson', 'John Glover', 'Mugga']",['James DeMonaco']
1119878,Ice Road: Vengeance,"['Big', 'rig', 'ice', 'road', 'driver', 'Mike', 'McCann', 'travels', 'to', 'Nepal', 'to', 'scatter', 'his', 'late', 'brother’s', 'ashes', 'on', 'Mt.', 'Everest.', 'While', 'on', 'a', 'packed', 'tour', 'bus', 'traversing', 'the', 'deadly', '12,000', 'ft.', 'terrain', 'of', 'the', 'infamous', 'Road', 'to', 'the', 'Sky,', 'McCann', 'and', 'his', 'mountain', 'guide', 'encounter', 'a', 'group', 'of', 'mercenaries', 'and', 'must', 'fight', 'to', 'save', 'themselves,', 'the', 'busload', 'of', 'innocent', 'travelers,', 'and', 'the', 'local', 'villagers’', 'homeland.']","['Action', 'Thriller', 'Drama']","['mercenary', 'sequel', 'mount everest', 'bold', 'embarrassed']","['Liam Neeson', 'Fan Bingbing', 'Marcus Thomas']",['Jonathan Hensleigh']
744653,The Thursday Murder Club,"['A', 'group', 'of', 'senior', 'sleuths', 'passionate', 'about', 'solving', 'cold', 'cases', 'get', 'plunged', 'into', 'a', 'real-life', 'murder', 'mystery', 'in', 'this', 'comic', 'crime', 'caper.']","['Comedy', 'Mystery', 'Crime']","['murder mystery', 'septuagenarian', 'playful', 'forceful', 'joyful']","['Helen Mirren', 'Pierce Brosnan', 'Ben Kingsley']",['Chris Columbus']
1125257,Freakier Friday,"['Years', 'after', 'Tess', 'and', 'Anna', 'endured', 'an', 'identity', 'crisis,', 'Anna', 'now', 'has', 'a', 'daughter', 'of', 'her', 'own', 'and', 'a', 'soon-to-be', 'stepdaughter.', 'As', 'they', 'navigate', 'the', 'myriad', 'challenges', 'that', 'come', 'when', 'two', 'families', 'merge,', 'Tess', 'and', 'Anna', 'discover', 'lightning', 'might', 'indeed', 'strike', 'twice.']","['Comedy', 'Fantasy', 'Family']","['based on novel or book', 'body exchange', 'sequel', 'body-swap', 'mother daughter relationship', 'amused']","['Lindsay Lohan', 'Jamie Lee Curtis', 'Julia Butters']",['Nisha Ganatra']
617126,The Fantastic 4: First Steps,"['Against', 'the', 'vibrant', 'backdrop', 'of', 'a', '1960s-inspired,', 'retro-futuristic', 'world,', ""Marvel's"", 'First', 'Family', 'is', 'forced', 'to', 'balance', 'their', 'roles', 'as', 'heroes', 'with', 'the', 'strength', 'of', 'their', 'family', 'bond,', 'while', 'defending', 'Earth', 'from', 'a', 'ravenous', 'space', 'god', 'called', 'Galactus', 'and', 'his', 'enigmatic', 'Herald,', 'Silver', 'Surfer.']","['Science Fiction', 'Adventure']","['superhero', 'based on comic', 'end of the world', 'biting', 'family', 'superhero team', 'alternative reality', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', '1960s', 'retrofuturism', 'casual', 'amused']","['Pedro Pascal', 'Vanessa Kirby', 'Ebon Moss-Bachrach']",['Matt Shakman']
1300116,Fall for Me,"['Lilli', 'is', 'suspicious', 'of', 'her', ""sister's"", 'new', 'fiance,', 'but', 'when', 'an', 'attractive', 'stranger', 'enters', 'her', 'life,', ""she's"", 'suddenly', 'distracted', 'by', 'the', 'thralls', 'of', 'desire.']","['Romance', 'Thriller']","['mallorca island, spain', 'woman director', 'erotic thriller']","['Svenja Jung', 'Theo Trebs', 'Tijan Marei']",['Sherry Hormann']
1022787,Elio,"['Elio,', 'a', 'space', 'fanatic', 'with', 'an', 'active', 'imagination,', 'finds', 'himself', 'on', 'a', 'cosmic', 'misadventure', 'where', 'he', 'must', 'form', 'new', 'bonds', 'with', 'eccentric', 'alien', 'lifeforms,', 'navigate', 'a', 'crisis', 'of', 'intergalactic', 'proportions', 'and', 'somehow', 'discover', 'who', 'he', 'is', 'truly', 'meant', 'to', 'be.']","['Animation', 'Family', 'Comedy', 'Adventure', 'Science Fiction']","['villain', 'alien', 'coming of age', 'computer animation', 'eye patch', 'social outcast', 'aftercreditsstinger', 'beforecreditsstinger', 'space adventure', 'sattelite', 'pre-teen', 'amateur radio', 'mother son relationship', 'good versus evil', '3d animation', 'interspecies friendship', 'clones', 'comforting', 'pixar', 'cgi animation']","['Yonas Kibreab', 'Zoe Saldaña', 'Remy Edgerly']","['Madeline Sharafian', 'Domee Shi', 'Adrian Molina']"
1429739,Gold Rush Gang,"['At', 'the', 'tail', 'end', 'of', 'World', 'War', 'II,', 'a', 'bandit', 'leader', 'and', 'his', 'crew', 'go', 'up', 'against', 'his', 'sworn', 'enemy', 'and', 'the', 'Japanese', 'army', 'to', 'rob', 'a', 'train', 'full', 'of', 'gold.']","['Action', 'Comedy', 'Drama', 'Western']",[],"['Petchtai Wongkamlao', 'Thiti Mahayotaruk', 'Chingduang Duijkers']",['Wisit Sasanatieng']
552524,Lilo & Stitch,"['The', 'wildly', 'funny', 'and', 'touching', 'story', 'of', 'a', 'lonely', 'Hawaiian', 'girl', 'and', 'the', 'fugitive', 'alien', 'who', 'helps', 'to', 'mend', 'her', 'broken', 'family.']","['Family', 'Science Fiction', 'Comedy', 'Adventure']","['hawaii', 'bullying', 'dysfunctional family', 'alien', 'loss of job', 'shape shifting alien', 'family', 'psychotic', 'evil alien', 'orphan siblings', 'extraterrestrial animal', 'live action remake', 'alien spaceship', 'animal human friendship', 'advanced technology', 'sentimental']","['Maia Kealoha', 'Sydney Agudong', 'Chris Sanders']",['Dean Fleischer Camp']
1389158,Maa,"['A', 'mother', 'and', 'daughter', 'encounter', 'a', 'demon', 'in', 'a', 'village', 'where', 'girls', 'have', 'been', 'disappearing.']",['Horror'],"['female protagonist', 'folk horror', 'supernatural horror', 'mother and daughter', 'feminist horror', 'shaitaan universe']","['Kajol', 'Ronit Roy', 'Indraneil Sengupta']",['Vishal Furia']
1355666,Love Untangled,"['A', 'lovestruck', 'teen', 'plans', 'to', 'win', 'the', 'school', 'heartthrob', 'by', 'going', 'from', 'curly', 'to', 'straight', 'hair', '—', 'until', 'a', 'new', 'transfer', 'student', 'changes', 'everything.']","['Romance', 'Drama', 'Comedy']","['romcom', 'hair', 'nostalgic', 'transfer student', 'charming', 'swoonworthy']","['Shin Eun-soo', 'Gong Myoung', 'Cha Woo-min']",['Namkoong Sun']
980477,Ne Zha 2,"['After', 'a', 'catastrophic', 'event', 'leaves', 'their', 'bodies', 'destroyed,', 'Ne', 'Zha', 'and', 'Ao', 'Bing', 'are', 'granted', 'a', 'fragile', 'second', 'chance', 'at', 'life.', 'As', 'tensions', 'rise', 'between', 'the', 'dragon', 'clans', 'and', 'celestial', 'forces,', 'the', 'two', 'must', 'undergo', 'a', 'series', 'of', 'perilous', 'trials', 'that', 'will', 'test', 'their', 'bond,', 'challenge', 'their', 'identities,', 'and', 'decide', 'the', 'fate', 'of', 'both', 'mortals', 'and', 'immortals.']","['Animation', 'Fantasy', 'Adventure', 'Action']","['fight', 'magic', 'affectation', 'based on myths, legends or folklore', '3d animation', 'nezha', 'chinese mythology', 'donghua', 'admiring', 'awestruck', 'instructive']","['Lu Yanting', 'Joseph', 'Han Mo']",['Yang Yu']
1319895,Hostile Takeover,"['Follows', 'Pete,', 'a', 'professional', 'hitman,', 'as', 'he', 'faces', 'a', 'group', 'of', 'assassins', 'after', 'the', 'boss', 'of', 'a', 'crime', 'syndicate', 'suspects', 'disloyalty', 'due', 'to', 'his', 'attendance', 'at', 'Workaholics', 'Anonymous', 'meetings.']","['Action', 'Comedy', 'Thriller']",[],"['Michael Jai White', 'Aimee Stolte', 'Dawn Olivieri']",['Michael Hamilton-Wright']
7451,xXx,"['Xander', 'Cage', 'is', 'your', 'standard', 'adrenaline', 'junkie', 'with', 'no', 'fear', 'and', 'a', 'lousy', 'attitude.', 'When', 'the', 'US', 'Government', '""recruits""', 'him', 'to', 'go', 'on', 'a', 'mission,', ""he's"", 'not', 'exactly', 'thrilled.', 'His', 'mission:', 'to', 'gather', 'information', 'on', 'an', 'organization', 'that', 'may', 'just', 'be', 'planning', 'the', 'destruction', 'of', 'the', 'world,', 'led', 'by', 'the', 'nihilistic', 'Yorgi.']","['Action', 'Adventure', 'Thriller', 'Crime']","['mission', 'biological weapon', 'sports car', 'cold war', 'prague, czech republic', 'nsa agent', 'ironic', 'adrenaline junkie', 'thrill seeker', 'provocative', 'hilarious', 'approving', 'mocking', 'pretentious']","['Vin Diesel', 'Asia Argento', 'Marton Csokas']",['Rob Cohen']
1241470,Osiris,"['Special', 'Forces', 'commandos', 'on', 'a', 'mission', 'are', 'abducted', 'mid-operation', 'by', 'a', 'mysterious', 'spacecraft.', 'Upon', 'waking', 'aboard,', 'they', 'find', 'themselves', 'prey', 'to', 'a', 'relentless', 'alien', 'race', 'in', 'a', 'fight', 'for', 'survival.']","['Science Fiction', 'Action', 'Horror']","['spacecraft', 'special forces']","['Max Martini', 'Brianna Hildebrand', 'LaMonica Garrett']",['William Kaufman']
541671,Ballerina,"['Taking', 'place', 'during', 'the', 'events', 'of', 'John', 'Wick:', 'Chapter', '3', '–', 'Parabellum,', 'Eve', 'Macarro', 'begins', 'her', 'training', 'in', 'the', 'assassin', 'traditions', 'of', 'the', 'Ruska', 'Roma.']","['Action', 'Thriller', 'Crime']","['assassin', 'tattoo', 'grenade', 'training', 'female protagonist', 'female assassin', 'spin off', 'flamethrower', 'burning', 'hunted', 'burning building', 'ballerina', 'gun fight', 'vengeance', 'knocked unconscious', 'sisters', 'sympathetic', 'brutal violence', 'john wick']","['Ana de Armas', 'Keanu Reeves', 'Ian McShane']",['Len Wiseman']
1506456,Maalikaya,"['Kara,', 'a', 'young', 'inmate', 'who', 'unleashes', 'her', 'hidden', 'sexual', 'fantasies', 'while', 'serving', 'time.', 'After', 'meeting', 'Lila,', 'a', 'seductive', 'inmate', 'played', 'by', 'Jenn', 'Rosa,', 'Kara', 'finds', 'a', 'new', 'purpose', 'in', 'life.', 'But', 'her', 'dark', 'past', 'still', 'haunts', 'her', 'even', 'behind', 'bars.']","['Drama', 'Romance']",['softcore'],"['Jenn Rosa', 'Aliya Raymundo', 'Ruby Ruiz']",['Roman Perez Jr.']
986056,Thunderbolts*,"['After', 'finding', 'themselves', 'ensnared', 'in', 'a', 'death', 'trap,', 'seven', 'disillusioned', 'castoffs', 'must', 'embark', 'on', 'a', 'dangerous', 'mission', 'that', 'will', 'force', 'them', 'to', 'confront', 'the', 'darkest', 'corners', 'of', 'their', 'pasts.']","['Action', 'Science Fiction', 'Adventure']","['new york city', 'superhero', 'villain', 'based on comic', 'mental health', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'congressman', 'vexed', 'father daughter relationship', 'impeachment', ""survivor's guilt"", 'antihero', 'ragtag', 'band of misfits', 'wry']","['Florence Pugh', 'Sebastian Stan', 'Julia Louis-Dreyfus']",['Jake Schreier']
993234,Borders of Love,"['After', 'years', 'together,', 'Petr', 'and', 'Hana,', 'partners', 'in', 'work', 'and', 'in', 'life,', 'share', 'their', 'unspoken', 'erotic', 'fantasies.', 'What', 'begins', 'as', 'an', 'innocent', 'conversation', 'gradually', 'turns', 'into', 'curious', 'experimentation', 'with', 'a', 'non-monogamous', 'approach', 'to', 'their', 'relationship.', 'But', 'sexual', 'freedom', 'tastes', 'differently', 'for', 'each', 'of', 'them.']","['Drama', 'Romance']",['softcore'],"['Hana Vagnerová', 'Matyáš Řezníček', 'Eliška Křenková']",['Tomasz Wiński']
