movie_id,title,overview,genres,keywords,cast,crew
1382406,Striking Rescue,"['A', 'veteran', 'Muay', 'Thai', 'expert', 'goes', 'on', 'a', 'take-no-prisoners', 'mission', 'of', 'revenge', 'after', 'his', 'wife', 'and', 'daughter', 'are', 'brutally', 'murdered', 'by', 'mysterious', 'forces.']","['Action', 'Crime', 'Thriller']",['revenge'],"['Tony Jaa', 'Eason Hung', 'Xing Yu']",['Cheng Siyi']
1087192,How to Train Your Dragon,"['On', 'the', 'rugged', 'isle', 'of', 'Berk,', 'where', 'Vikings', 'and', 'dragons', 'have', 'been', 'bitter', 'enemies', 'for', 'generations,', 'Hiccup', 'stands', 'apart,', 'defying', 'centuries', 'of', 'tradition', 'when', 'he', 'befriends', 'Toothless,', 'a', 'feared', 'Night', 'Fury', 'dragon.', 'Their', 'unlikely', 'bond', 'reveals', 'the', 'true', 'nature', 'of', 'dragons,', 'challenging', 'the', 'very', 'foundations', 'of', 'Viking', 'society.']","['Fantasy', 'Family', 'Action', 'Adventure']","['flying', 'vikings (norsemen)', 'remake', 'dragon', 'battle', 'warrior', 'live action remake', 'based on young adult novel']","['Mason Thames', 'Nico Parker', 'Gerard Butler']",['Dean DeBlois']
13494,Red Sonja,"['A', 'young', 'girl', 'rises', 'from', 'the', 'ashes', 'of', 'tragedy', 'to', 'become', 'the', 'most', 'feared', 'warrior', 'woman', 'of', 'all', 'time:', 'the', 'She-Devil', 'with', 'a', 'Sword.']","['Adventure', 'Action', 'Fantasy']","['monster', 'swordplay', 'villainess', 'queen', 'talisman', 'based on comic', 'high fantasy', 'female warrior', 'sword and sorcery', 'epic fantasy']","['Matilda Lutz', 'Robert Sheehan', 'Wallis Day']",['MJ Bassett']
803796,KPop Demon Hunters,"['When', 'K-pop', 'superstars', 'Rumi,', 'Mira', 'and', 'Zoey', ""aren't"", 'selling', 'out', 'stadiums,', ""they're"", 'using', 'their', 'secret', 'powers', 'to', 'protect', 'their', 'fans', 'from', 'supernatural', 'threats.']","['Animation', 'Music', 'Fantasy', 'Comedy']","['double life', 'loyalty', 'supernatural', 'musical', 'female friendship', 'female protagonist', 'demon', 'self-doubt', 'girl power', 'duringcreditsstinger', 'demon hunter', 'girl group', 'boy band', 'fandom', 'reflective', 'k-pop', 'action comedy', 'found family', '3d animation', 'half demon', 'save the world', 'self-redemption', 'supernatural comedy', 'excited', 'k-pop group', 'trio']","['Arden Cho', 'May Hong', 'Ji-young Yoo']","['Chris Appelhans', 'Maggie Kang']"
1429739,Gold Rush Gang,"['At', 'the', 'tail', 'end', 'of', 'World', 'War', 'II,', 'a', 'bandit', 'leader', 'and', 'his', 'crew', 'go', 'up', 'against', 'his', 'sworn', 'enemy', 'and', 'the', 'Japanese', 'army', 'to', 'rob', 'a', 'train', 'full', 'of', 'gold.']","['Action', 'Comedy', 'Drama', 'Western']",[],"['Petchtai Wongkamlao', 'Thiti Mahayotaruk', 'Chingduang Duijkers']",['Wisit Sasanatieng']
1022787,Elio,"['Elio,', 'a', 'space', 'fanatic', 'with', 'an', 'active', 'imagination,', 'finds', 'himself', 'on', 'a', 'cosmic', 'misadventure', 'where', 'he', 'must', 'form', 'new', 'bonds', 'with', 'eccentric', 'alien', 'lifeforms,', 'navigate', 'a', 'crisis', 'of', 'intergalactic', 'proportions', 'and', 'somehow', 'discover', 'who', 'he', 'is', 'truly', 'meant', 'to', 'be.']","['Animation', 'Family', 'Comedy', 'Adventure', 'Science Fiction']","['villain', 'alien', 'coming of age', 'computer animation', 'eye patch', 'social outcast', 'aftercreditsstinger', 'beforecreditsstinger', 'space adventure', 'sattelite', 'pre-teen', 'amateur radio', 'mother son relationship', 'good versus evil', '3d animation', 'interspecies friendship', 'clones', 'comforting', 'pixar', 'cgi animation']","['Yonas Kibreab', 'Zoe Saldaña', 'Remy Edgerly']","['Madeline Sharafian', 'Domee Shi', 'Adrian Molina']"
1078605,Weapons,"['When', 'all', 'but', 'one', 'child', 'from', 'the', 'same', 'class', 'mysteriously', 'vanish', 'on', 'the', 'same', 'night', 'at', 'exactly', 'the', 'same', 'time,', 'a', 'community', 'is', 'left', 'questioning', 'who', 'or', 'what', 'is', 'behind', 'their', 'disappearance.']","['Horror', 'Mystery']","['witch', 'small town', 'pennsylvania, usa', 'ritual', 'cop', 'teacher', 'trance', 'witchcraft', 'missing child', 'multiple storylines', 'supernatural horror', 'mysterious disappearance', 'spell', 'psychological horror', 'mystery', 'amused']","['Julia Garner', 'Josh Brolin', 'Alden Ehrenreich']",['Zach Cregger']
1389158,Maa,"['A', 'mother', 'and', 'daughter', 'encounter', 'a', 'demon', 'in', 'a', 'village', 'where', 'girls', 'have', 'been', 'disappearing.']",['Horror'],"['female protagonist', 'folk horror', 'supernatural horror', 'mother and daughter', 'feminist horror', 'shaitaan universe']","['Kajol', 'Ronit Roy', 'Indraneil Sengupta']",['Vishal Furia']
1367575,A Line of Fire,"['After', 'working', 'as', 'a', 'secret', 'agent', 'in', 'the', 'FBI', 'for', 'ten', 'years,', 'Jack', ""'Cash'"", 'Conry', 'left', 'it', 'all', 'behind', 'after', 'his', 'wife', 'passed', 'in', 'order', 'to', 'dedicate', 'himself', 'to', 'his', 'two', 'daughters.', 'Despite', 'a', 'fulfilling', 'life', 'at', 'home,', 'Cash', 'misses', 'the', 'chance', 'to', 'make', 'an', 'impact', 'and', 'has', 'been', 'considering', 'a', 'return', 'to', 'the', 'force.', 'The', 'decision', 'is', 'made', 'for', 'him', 'when', 'his', 'old', 'partner’s', 'niece', 'Jamie', 'calls', 'him', 'for', 'help,', 'launching', 'Cash', 'right', 'back', 'into', 'a', 'world', 'of', 'danger,', 'corruption', 'and', 'intrigue.']","['Action', 'Thriller']",[],"['David A.R. White', 'Cuba Gooding Jr.', 'Jason Patric']",['Matt Shapira']
1241470,Osiris,"['Special', 'Forces', 'commandos', 'on', 'a', 'mission', 'are', 'abducted', 'mid-operation', 'by', 'a', 'mysterious', 'spacecraft.', 'Upon', 'waking', 'aboard,', 'they', 'find', 'themselves', 'prey', 'to', 'a', 'relentless', 'alien', 'race', 'in', 'a', 'fight', 'for', 'survival.']","['Science Fiction', 'Action', 'Horror']","['spacecraft', 'special forces']","['Max Martini', 'Brianna Hildebrand', 'LaMonica Garrett']",['William Kaufman']
1300116,Fall for Me,"['Lilli', 'is', 'suspicious', 'of', 'her', ""sister's"", 'new', 'fiance,', 'but', 'when', 'an', 'attractive', 'stranger', 'enters', 'her', 'life,', ""she's"", 'suddenly', 'distracted', 'by', 'the', 'thralls', 'of', 'desire.']","['Romance', 'Thriller']","['mallorca island, spain', 'woman director', 'erotic thriller']","['Svenja Jung', 'Theo Trebs', 'Tijan Marei']",['Sherry Hormann']
70196,The Veteran,"['Soldier', 'Robert', 'Miller', 'returns', 'home', 'from', 'Afghanistan', 'unable', 'to', 'fit', 'back', 'into', 'society.', 'Living', 'on', 'a', 'violent', 'council', 'estate', 'and', 'finding', 'work', 'in', 'undercover', 'surveillance,', 'he', 'becomes', 'obsessed', 'with', 'taking', 'down', 'a', 'group', 'of', 'local', 'gangsters', 'who', 'are', 'intrinsically', 'tied', 'to', 'a', 'suspected', 'terrorist', 'cell.', 'Taking', 'the', 'situation', 'into', 'his', 'own', 'hands,', 'Robert', 'embarks', 'on', 'a', 'brutal', 'quest', 'for', 'justice,', 'with', 'devastating', 'consequences.']","['Action', 'Crime', 'Thriller']","['drug dealer', 'london, england', 'post-traumatic stress disorder (ptsd)', 'undercover', 'war veteran', 'secret agent', 'arms dealer', 'afghanistan war (2001-2021)', 'revenge', 'murder', 'betrayal', 'conspiracy', 'gang', 'shootout', 'terrorism', 'informant', 'surveillance', 'ex soldier', 'bomb making']","['Toby Kebbell', 'Adi Bielski', 'Brian Cox']",['Matthew Hope']
1319895,Hostile Takeover,"['Follows', 'Pete,', 'a', 'professional', 'hitman,', 'as', 'he', 'faces', 'a', 'group', 'of', 'assassins', 'after', 'the', 'boss', 'of', 'a', 'crime', 'syndicate', 'suspects', 'disloyalty', 'due', 'to', 'his', 'attendance', 'at', 'Workaholics', 'Anonymous', 'meetings.']","['Action', 'Comedy', 'Thriller']",[],"['Michael Jai White', 'Aimee Stolte', 'Dawn Olivieri']",['Michael Hamilton-Wright']
744653,The Thursday Murder Club,"['A', 'group', 'of', 'senior', 'sleuths', 'passionate', 'about', 'solving', 'cold', 'cases', 'get', 'plunged', 'into', 'a', 'real-life', 'murder', 'mystery', 'in', 'this', 'comic', 'crime', 'caper.']","['Comedy', 'Mystery', 'Crime', 'Thriller', 'Drama']","['mysterious', 'murder mystery', 'septuagenarian', 'playful', 'forceful', 'joyful']","['Helen Mirren', 'Pierce Brosnan', 'Ben Kingsley']",['Chris Columbus']
1024592,God's Not Dead: In God We Trust,"['In', 'a', 'time', 'of', 'profound', 'political,', 'civil,', 'and', 'spiritual', 'turmoil,', 'Reverend', 'David', 'Hill', 'grapples', 'with', 'the', 'crucial', 'question:', 'Does', 'God', 'still', 'have', 'a', 'place', 'in', 'politics?', 'Compelled', 'to', 'enter', 'a', 'congressional', 'race', 'after', 'the', 'sudden', 'death', 'of', 'a', 'favored', 'incumbent,', 'David', 'faces', 'off', 'against', 'state', 'senator', 'Peter', 'Kane,', 'a', 'formidable', 'opponent', 'determined', 'to', 'push', 'religion', 'out', 'of', 'the', 'public', 'square', 'and', 'cause', 'greater', 'divide.']",['Drama'],"['senate', 'sequel', 'evangelical christianity', 'belief in god', 'christian propaganda', 'religious propaganda', 'christian faith', 'independent film', 'political propaganda']","['David A.R. White', 'Isaiah Washington', 'Ray Wise']",['Vance Null']
617126,The Fantastic 4: First Steps,"['Against', 'the', 'vibrant', 'backdrop', 'of', 'a', '1960s-inspired,', 'retro-futuristic', 'world,', ""Marvel's"", 'First', 'Family', 'is', 'forced', 'to', 'balance', 'their', 'roles', 'as', 'heroes', 'with', 'the', 'strength', 'of', 'their', 'family', 'bond,', 'while', 'defending', 'Earth', 'from', 'a', 'ravenous', 'space', 'god', 'called', 'Galactus', 'and', 'his', 'enigmatic', 'Herald,', 'Silver', 'Surfer.']","['Science Fiction', 'Adventure']","['superhero', 'based on comic', 'end of the world', 'biting', 'family', 'superhero team', 'alternative reality', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', '1960s', 'retrofuturism', 'casual', 'amused']","['Pedro Pascal', 'Vanessa Kirby', 'Ebon Moss-Bachrach']",['Matt Shakman']
926606,The Home,"['A', 'troubled', 'man', 'starts', 'working', 'at', 'a', 'retirement', 'home', 'and', 'realizes', 'its', 'residents', 'and', 'caretakers', 'harbor', 'sinister', 'secrets.', 'As', 'he', 'investigates', 'the', 'building', 'and', 'its', 'forbidden', 'fourth', 'floor,', 'he', 'starts', 'to', 'uncover', 'connections', 'to', 'his', 'own', 'past', 'and', 'upbringing', 'as', 'a', 'foster', 'child.']","['Horror', 'Mystery', 'Thriller']",['retirement home'],"['Pete Davidson', 'John Glover', 'Mugga']",['James DeMonaco']
980477,Ne Zha 2,"['After', 'a', 'catastrophic', 'event', 'leaves', 'their', 'bodies', 'destroyed,', 'Ne', 'Zha', 'and', 'Ao', 'Bing', 'are', 'granted', 'a', 'fragile', 'second', 'chance', 'at', 'life.', 'As', 'tensions', 'rise', 'between', 'the', 'dragon', 'clans', 'and', 'celestial', 'forces,', 'the', 'two', 'must', 'undergo', 'a', 'series', 'of', 'perilous', 'trials', 'that', 'will', 'test', 'their', 'bond,', 'challenge', 'their', 'identities,', 'and', 'decide', 'the', 'fate', 'of', 'both', 'mortals', 'and', 'immortals.']","['Animation', 'Fantasy', 'Adventure', 'Action']","['fight', 'magic', 'affectation', 'based on myths, legends or folklore', '3d animation', 'nezha', 'chinese mythology', 'donghua', 'admiring', 'awestruck', 'instructive']","['Lu Yanting', 'Joseph', 'Han Mo']",['Yang Yu']
552524,Lilo & Stitch,"['The', 'wildly', 'funny', 'and', 'touching', 'story', 'of', 'a', 'lonely', 'Hawaiian', 'girl', 'and', 'the', 'fugitive', 'alien', 'who', 'helps', 'to', 'mend', 'her', 'broken', 'family.']","['Family', 'Science Fiction', 'Comedy', 'Adventure']","['hawaii', 'bullying', 'dysfunctional family', 'alien', 'loss of job', 'shape shifting alien', 'family', 'psychotic', 'evil alien', 'orphan siblings', 'extraterrestrial animal', 'live action remake', 'alien spaceship', 'animal human friendship', 'advanced technology', 'sentimental']","['Maia Kealoha', 'Sydney Agudong', 'Chris Sanders']",['Dean Fleischer Camp']
986206,Night Carnage,"['A', 'blogger', 'who', 'is', 'also', 'a', 'werewolf', 'meets', 'a', 'dashing', 'playboy', 'with', 'a', 'dark', 'secret', 'of', 'his', 'own.', 'Starring', 'Logan', 'Andrews', 'and', 'Christian', 'Howard.']","['Action', 'Horror', 'Romance']","['low budget', 'horrified']","['Sadie Katz', 'Christian Howard', 'Mike Ferguson']",['Thomas J. Churchill']
541671,Ballerina,"['Taking', 'place', 'during', 'the', 'events', 'of', 'John', 'Wick:', 'Chapter', '3', '–', 'Parabellum,', 'Eve', 'Macarro', 'begins', 'her', 'training', 'in', 'the', 'assassin', 'traditions', 'of', 'the', 'Ruska', 'Roma.']","['Action', 'Thriller', 'Crime']","['assassin', 'tattoo', 'grenade', 'training', 'female protagonist', 'female assassin', 'spin off', 'flamethrower', 'burning', 'hunted', 'burning building', 'ballerina', 'gun fight', 'vengeance', 'knocked unconscious', 'sisters', 'sympathetic', 'brutal violence', 'john wick']","['Ana de Armas', 'Keanu Reeves', 'Ian McShane']",['Len Wiseman']
986056,Thunderbolts*,"['After', 'finding', 'themselves', 'ensnared', 'in', 'a', 'death', 'trap,', 'seven', 'disillusioned', 'castoffs', 'must', 'embark', 'on', 'a', 'dangerous', 'mission', 'that', 'will', 'force', 'them', 'to', 'confront', 'the', 'darkest', 'corners', 'of', 'their', 'pasts.']","['Action', 'Science Fiction', 'Adventure']","['new york city', 'superhero', 'villain', 'based on comic', 'mental health', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'congressman', 'vexed', 'father daughter relationship', 'impeachment', ""survivor's guilt"", 'antihero', 'ragtag', 'band of misfits', 'wry']","['Florence Pugh', 'Sebastian Stan', 'Julia Louis-Dreyfus']",['Jake Schreier']
1185528,Legends of the Condor Heroes: The Gallants,"['Under', 'Genghis', 'Khan,', 'the', 'Mongolian', 'army', 'pushes', 'west', 'to', 'destroy', 'the', 'Jin', 'Dynasty,', 'setting', 'its', 'sights', 'on', 'the', 'Song', 'Dynasty', 'next.', 'Amid', 'internal', 'conflicts', 'among', 'martial', 'arts', 'schools,', 'Guo', 'Jing', 'unites', 'the', 'Central', ""Plains'"", 'warriors', 'to', 'defend', 'Xiangyang,', 'embodying', 'courage', 'and', 'loyalty', 'in', 'the', 'fight', 'for', 'the', 'nation.']","['Action', 'Drama', 'History']","['based on novel or book', 'absurd']","['Xiao Zhan', 'Sabrina Zhuang', 'Tony Leung Ka-fai']",['Tsui Hark']
1506456,Maalikaya,"['Kara,', 'a', 'young', 'inmate', 'who', 'unleashes', 'her', 'hidden', 'sexual', 'fantasies', 'while', 'serving', 'time.', 'After', 'meeting', 'Lila,', 'a', 'seductive', 'inmate', 'played', 'by', 'Jenn', 'Rosa,', 'Kara', 'finds', 'a', 'new', 'purpose', 'in', 'life.', 'But', 'her', 'dark', 'past', 'still', 'haunts', 'her', 'even', 'behind', 'bars.']","['Drama', 'Romance']",['softcore'],"['Jenn Rosa', 'Aliya Raymundo', 'Ruby Ruiz']",['Roman Perez Jr.']
1106289,The Pickup,"['A', 'routine', 'cash', 'pickup', 'takes', 'a', 'wild', 'turn', 'when', 'mismatched', 'armored', 'truck', 'drivers', 'Russell', 'and', 'Travis', 'are', 'ambushed', 'by', 'ruthless', 'criminals', 'led', 'by', 'savvy', 'mastermind', 'Zoe.']","['Action', 'Comedy', 'Crime']","['robbery', 'armored car', 'organized crime', 'shootout', 'witty', 'amused', 'forceful', 'joyful', 'car chases']","['Eddie Murphy', 'Pete Davidson', 'Keke Palmer']",['Tim Story']
1355666,Love Untangled,"['A', 'lovestruck', 'teen', 'plans', 'to', 'win', 'the', 'school', 'heartthrob', 'by', 'going', 'from', 'curly', 'to', 'straight', 'hair', '—', 'until', 'a', 'new', 'transfer', 'student', 'changes', 'everything.']","['Romance', 'Drama', 'Comedy']","['romcom', 'hair', 'nostalgic', 'transfer student', 'charming', 'swoonworthy']","['Shin Eun-soo', 'Gong Myoung', 'Cha Woo-min']",['Namkoong Sun']
7451,xXx,"['Xander', 'Cage', 'is', 'your', 'standard', 'adrenaline', 'junkie', 'with', 'no', 'fear', 'and', 'a', 'lousy', 'attitude.', 'When', 'the', 'US', 'Government', '""recruits""', 'him', 'to', 'go', 'on', 'a', 'mission,', ""he's"", 'not', 'exactly', 'thrilled.', 'His', 'mission:', 'to', 'gather', 'information', 'on', 'an', 'organization', 'that', 'may', 'just', 'be', 'planning', 'the', 'destruction', 'of', 'the', 'world,', 'led', 'by', 'the', 'nihilistic', 'Yorgi.']","['Action', 'Adventure', 'Thriller', 'Crime']","['mission', 'biological weapon', 'sports car', 'cold war', 'prague, czech republic', 'nsa agent', 'ironic', 'adrenaline junkie', 'thrill seeker', 'provocative', 'hilarious', 'approving', 'joyful', 'mocking', 'pretentious']","['Vin Diesel', 'Asia Argento', 'Marton Csokas']",['Rob Cohen']
1443260,Rob1n,"['When', 'a', 'robotics', 'expert', 'channels', 'the', 'grief', 'of', 'losing', 'his', '11', 'year-old', 'son', 'into', 'building', ""'Robin',"", 'a', 'fully', 'functioning', 'robotic', 'doll,', 'a', 'series', 'of', 'horrific', 'events', 'makes', 'it', 'clear', 'Robin', 'will', 'do', 'whatever', 'it', 'takes', 'to', 'have', 'his', 'creator', 'all', 'to', 'himself.']","['Horror', 'Thriller']","['birthday party', 'memory loss', 'killer doll', 'car accident', 'impostor', 'marriage engagement', 'stabbed to death', 'father son relationship', 'evil robot', 'evil toys', 'killer toy']","['Ethan Taylor', 'Leona Clarke', 'Simon Davies']",['Lawrence Fowler']
1071585,M3GAN 2.0,"['After', 'the', 'underlying', 'tech', 'for', 'M3GAN', 'is', 'stolen', 'and', 'misused', 'by', 'a', 'powerful', 'defense', 'contractor', 'to', 'create', 'a', 'military-grade', 'weapon', 'known', 'as', 'Amelia,', ""M3GAN's"", 'creator', 'Gemma', 'realizes', 'that', 'the', 'only', 'option', 'is', 'to', 'resurrect', 'M3GAN', 'and', 'give', 'her', 'a', 'few', 'upgrades,', 'making', 'her', 'faster,', 'stronger,', 'and', 'more', 'lethal.']","['Action', 'Science Fiction', 'Thriller']","['android', 'artificial intelligence (a.i.)', 'fight', 'killer robot', 'beheading', 'electromagnetic pulse', 'sequel', 'evil doll', 'wingsuit', 'robot', 'doll', 'spear throwing', 'synthetic human', 'robot fighting', 'exoskeleton', 'calm', 'creepy doll', 'satirical', 'smart home', 'possessed doll', 'suspenseful', 'action', 'fbi operation', 'neural chip', 'android horror']","['Allison Williams', 'Violet McGraw', 'Amie Donald']",['Gerard Johnstone']
1119878,Ice Road: Vengeance,"['Big', 'rig', 'ice', 'road', 'driver', 'Mike', 'McCann', 'travels', 'to', 'Nepal', 'to', 'scatter', 'his', 'late', 'brother’s', 'ashes', 'on', 'Mt.', 'Everest.', 'While', 'on', 'a', 'packed', 'tour', 'bus', 'traversing', 'the', 'deadly', '12,000', 'ft.', 'terrain', 'of', 'the', 'infamous', 'Road', 'to', 'the', 'Sky,', 'McCann', 'and', 'his', 'mountain', 'guide', 'encounter', 'a', 'group', 'of', 'mercenaries', 'and', 'must', 'fight', 'to', 'save', 'themselves,', 'the', 'busload', 'of', 'innocent', 'travelers,', 'and', 'the', 'local', 'villagers’', 'homeland.']","['Action', 'Thriller', 'Drama']","['mercenary', 'sequel', 'mount everest', 'aggressive', 'dramatic']","['Liam Neeson', 'Fan Bingbing', 'Marcus Thomas']",['Jonathan Hensleigh']
